internalCode;responsible;performanceType;createdAt
282;Demandante;NOTIFICACION_PERSONAL;05/05/25
282;Demandado;CONTESTACION_DEMANDA;15/05/25
282;Juzgado;FIJA_AUDIENCIA;01/09/25
283;Demandante;RADICADO;09/10/24
283;Demandante;RADICA_IMPULSO_PROCESAL;25/09/25
284;Demandante;RADICADO;21/10/24
284;Juzgado;ADMITE;12/12/24
284;Juzgado;ADMITE;24/06/25
284;Juzgado;FIJA_AUDIENCIA;24/06/25
284;Juzgado;CONCILIADO;05/09/25
285;Demandante;RADICADO;15/11/24
285;Juzgado;ADMITE;15/11/24
285;Demandante;NOTIFICACION_PERSONAL;21/11/24
285;Demandado;CONTESTACION_DEMANDA;05/12/24
285;Juzgado;FIJA_AUDIENCIA;07/02/25
285;Juzgado;CONCILIADO;21/04/25
286;Demandante;RADICADO;25/11/24
286;Juzgado;ADMITE;04/12/24
286;Demandante;NOTIFICACION_PERSONAL;10/12/24
286;Demandado;CONTESTACION_DEMANDA;18/12/24
286;Juzgado;FIJA_AUDIENCIA;07/02/25
286;Juzgado;CONCILIADO;19/09/25
287;Demandante;RADICADO;15/10/24
287;Demandante;RADICA_IMPULSO_PROCESAL;02/12/24
287;Juzgado;ADMITE;03/12/24
287;Demandado;CONTESTACION_DEMANDA;19/12/24
287;Juzgado;FIJA_AUDIENCIA;03/03/25
287;Juzgado;CONCILIADO;18/09/25
288;Demandante;RADICADO;15/10/24
288;Juzgado;ADMITE;18/10/24
288;Juzgado;NOTIFICACION_PERSONAL;23/10/24
288;Demandante;CONTESTACION_DEMANDA;06/11/24
288;Juzgado;FIJA_AUDIENCIA;02/05/25
288;Juzgado;CONCILIADO;17/07/25
289;Demandante;RADICADO;18/12/24
289;Juzgado;ADMITE;19/12/24
289;Demandante;NOTIFICACION_PERSONAL;13/03/25
289;Demandado;CONTESTACION_DEMANDA;19/03/25
289;Juzgado;FIJA_AUDIENCIA;14/04/25
289;Juzgado;CONCILIADO;16/05/25
290;Demandante;RADICADO;15/10/24
290;Juzgado;ADMITE;22/10/24
290;Demandante;NOTIFICACION_PERSONAL;28/10/24
290;Demandado;CONTESTACION_DEMANDA;14/11/24
290;Juzgado;FIJA_AUDIENCIA;29/11/24
290;Juzgado;FIJA_AUDIENCIA;22/08/25
290;Juzgado;CONCILIADO;17/09/25
291;Demandante;RADICADO;15/10/24
291;Juzgado;ADMITE;25/10/24
291;Demandado;CONTESTACION_DEMANDA;13/11/24
291;Juzgado;FIJA_AUDIENCIA;17/02/25
292;Demandante;RADICADO;15/10/24
292;Juzgado;ADMITE;06/11/24
292;Demandante;NOTIFICACION_PERSONAL;12/11/24
292;Demandado;CONTESTACION_DEMANDA;25/11/24
292;Juzgado;FIJA_AUDIENCIA;21/02/25
292;Juzgado;CONCILIADO;06/03/25
293;Demandante;RADICADO;15/10/24
293;Juzgado;ADMITE;31/10/24
293;Demandante;NOTIFICACION_PERSONAL;13/11/24
293;Demandado;CONTESTACION_DEMANDA;19/11/24
293;Juzgado;FIJA_AUDIENCIA;26/02/25
293;Juzgado;CONCILIADO;28/03/25
294;Demandante;RADICADO;15/10/24
294;Juzgado;ADMITE;25/10/24
294;Demandante;NOTIFICACION_PERSONAL;31/10/24
294;Demandado;CONTESTACION_DEMANDA;15/11/24
294;Juzgado;FIJA_AUDIENCIA;29/11/24
294;Juzgado;CONCILIADO;24/01/25
295;Demandante;RADICADO;15/10/24
295;Juzgado;INADMITIDO;22/10/24
295;Demandante;SUBSANACION;31/10/24
295;Juzgado;ADMITE;18/12/24
295;Demandante;NOTIFICACION_PERSONAL;03/03/25
295;Demandado;CONTESTACION_DEMANDA;17/03/25
295;Juzgado;FIJA_AUDIENCIA;01/09/25
295;Juzgado;CONCILIADO;29/09/25
296;Demandante;RADICADO;15/10/24
296;Juzgado;ADMITE;29/10/24
296;Demandante;NOTIFICACION_PERSONAL;11/11/24
296;Demandado;CONTESTACION_DEMANDA;13/11/24
296;Juzgado;FIJA_AUDIENCIA;17/01/25
296;Juzgado;CONCILIADO;18/03/25
297;Demandante;RADICADO;10/10/24
297;Juzgado;ADMITE;28/11/24
297;Demandante;NOTIFICACION_PERSONAL;05/12/24
297;Demandado;CONTESTACION_DEMANDA;17/12/24
297;Juzgado;FIJA_AUDIENCIA;28/03/25
297;Juzgado;CONCILIADO;26/05/25
298;Demandante;RADICADO;20/10/24
298;Juzgado;ADMITE;24/10/24
298;Demandante;NOTIFICACION_PERSONAL;19/12/24
298;Demandado;CONTESTACION_DEMANDA;14/01/25
298;Juzgado;FIJA_AUDIENCIA;28/03/25
298;Juzgado;CONCILIADO;31/07/25
299;Demandante;RADICADO;10/10/24
299;Juzgado;ADMITE;07/11/24
299;Demandante;NOTIFICACION_PERSONAL;15/11/24
299;Demandado;CONTESTACION_DEMANDA;09/12/24
299;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
299;Juzgado;ADMITE;09/07/25
300;Demandante;RADICADO;13/11/24
300;Juzgado;ADMITE;19/12/24
300;Demandado;CONTESTACION_DEMANDA;28/01/25
300;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
300;Juzgado;FIJA_AUDIENCIA;05/09/25
301;Demandante;RADICADO;15/10/24
301;Juzgado;ADMITE;25/10/24
301;Demandante;NOTIFICACION_PERSONAL;31/10/24
301;Demandado;CONTESTACION_DEMANDA;12/11/24
301;Juzgado;FIJA_AUDIENCIA;29/11/24
301;Juzgado;CONCILIADO;24/01/25
302;Demandante;RADICADO;15/10/24
302;Juzgado;ADMITE;25/10/24
302;Demandado;CONTESTACION_DEMANDA;13/11/24
302;Juzgado;FIJA_AUDIENCIA;17/02/25
303;Demandante;RADICADO;31/01/25
303;Juzgado;ADMITE;10/02/25
303;Demandante;NOTIFICACION_PERSONAL;03/03/25
303;Demandado;CONTESTACION_DEMANDA;17/03/25
303;Juzgado;FIJA_AUDIENCIA;07/04/25
304;Demandante;RADICADO;23/10/24
304;Juzgado;INADMITIDO;11/03/25
304;Demandante;SUBSANACION;13/03/25
304;Juzgado;ADMITE;16/07/25
304;Demandante;NOTIFICACION_PERSONAL;21/07/25
305;Demandante;RADICADO;24/01/25
305;Juzgado;INADMITIDO;11/02/25
305;Demandante;SUBSANACION;17/02/25
305;Juzgado;ADMITE;18/03/25
305;Demandante;NOTIFICACION_PERSONAL;21/03/25
305;Demandado;CONTESTACION_DEMANDA;04/04/25
305;Juzgado;FIJA_AUDIENCIA;22/05/25
305;Demandante;RADICADO;24/01/2025
305;Juzgado;FIJA_AUDIENCIA;25/07/25
305;Juzgado;CONCILIADO;29/09/25
306;Demandante;RADICADO;15/10/24
306;Juzgado;ADMITE;13/11/24
306;Demandante;NOTIFICACION_PERSONAL;22/11/24
306;Demandado;CONTESTACION_DEMANDA;06/12/24
306;Juzgado;FIJA_AUDIENCIA;03/02/25
307;Demandante;RADICADO;07/05/25
307;Juzgado;ADMITE;05/05/25
307;Demandante;NOTIFICACION_PERSONAL;08/05/25
307;Demandado;CONTESTACION_DEMANDA;23/05/25
307;Juzgado;FIJA_AUDIENCIA;20/06/25
307;Juzgado;CONCILIADO;03/07/25
308;Demandante;RADICADO;29/10/24
308;Juzgado;ADMITE;06/02/25
308;Demandado;CONTESTACION_DEMANDA;25/02/25
308;Juzgado;FIJA_AUDIENCIA;07/03/25
309;Demandante;RADICADO;23/03/25
309;Juzgado;ADMITE;28/03/25
309;Juzgado;NOTIFICACION_PERSONAL;01/04/25
309;Juzgado;FIJA_AUDIENCIA;01/07/25
309;Juzgado;CONCILIADO;04/07/25
310;Demandante;RADICADO;29/10/24
310;Juzgado;INADMITIDO;30/10/24
310;Demandante;SUBSANACION;05/11/24
310;Juzgado;ADMITE;22/11/24
310;Demandante;NOTIFICACION_PERSONAL;25/11/24
310;Demandado;CONTESTACION_DEMANDA;06/12/24
310;Juzgado;FIJA_AUDIENCIA;14/01/25
310;Juzgado;CONCILIADO;26/08/25
311;Demandante;RADICADO;29/10/24
311;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
311;Juzgado;ADMITE;23/05/25
311;Demandante;NOTIFICACION_PERSONAL;04/06/25
311;Demandado;CONTESTACION_DEMANDA;17/06/25
312;Demandante;RADICADO;13/11/24
312;Juzgado;ADMITE;17/01/25
312;Demandado;CONTESTACION_DEMANDA;13/03/25
312;Demandante;RADICA_IMPULSO_PROCESAL;20/07/25
313;Demandante;RADICADO;29/10/24
313;Juzgado;ADMITE;05/11/24
313;Demandante;NOTIFICACION_PERSONAL;28/11/24
313;Demandado;CONTESTACION_DEMANDA;08/12/24
313;Juzgado;FIJA_AUDIENCIA;22/04/25
314;Demandante;RADICADO;29/10/24
314;Juzgado;ADMITE;28/11/24
314;Demandado;CONTESTACION_DEMANDA;18/12/24
314;Juzgado;FIJA_AUDIENCIA;07/02/25
314;Juzgado;CONCILIADO;21/04/25
315;Demandante;RADICADO;29/10/24
315;Juzgado;ADMITE;05/11/24
315;Demandante;NOTIFICACION_PERSONAL;12/11/24
315;Demandado;CONTESTACION_DEMANDA;28/11/24
315;Juzgado;FIJA_AUDIENCIA;13/01/25
315;Juzgado;CONCILIADO;14/02/25
316;Demandante;RADICADO;04/03/25
317;Demandante;RADICADO;13/11/24
317;Juzgado;INADMITIDO;21/11/24
317;Demandante;SUBSANACION;29/11/24
317;Juzgado;ADMITE;05/12/24
317;Demandante;NOTIFICACION_PERSONAL;13/01/25
317;Demandado;CONTESTACION_DEMANDA;04/02/25
318;Demandante;RADICADO;30/10/24
318;Juzgado;ADMITE;25/11/24
318;Demandante;NOTIFICACION_PERSONAL;28/11/24
318;Demandado;CONTESTACION_DEMANDA;06/12/24
318;Juzgado;ADMITE;13/02/25
318;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
319;Demandante;RADICADO;30/10/24
319;Demandante;RADICA_IMPULSO_PROCESAL;26/03/25
320;Demandante;RADICADO;30/10/24
320;Juzgado;ADMITE;14/11/24
320;Juzgado;FIJA_AUDIENCIA;15/08/25
320;Demandado;CONTESTACION_DEMANDA;09/09/25
321;Demandante;RADICADO;29/10/24
321;Juzgado;ADMITE;31/01/25
321;Demandante;NOTIFICACION_PERSONAL;13/03/25
321;Demandado;CONTESTACION_DEMANDA;19/03/25
321;Demandante;RADICA_IMPULSO_PROCESAL;13/06/25
321;Juzgado;FIJA_AUDIENCIA;18/07/25
322;Demandante;RADICADO;29/10/24
322;Juzgado;ADMITE;31/10/24
322;Demandante;NOTIFICACION_PERSONAL;15/11/24
322;Demandado;CONTESTACION_DEMANDA;19/11/24
322;Juzgado;FIJA_AUDIENCIA;27/11/24
322;Juzgado;CONCILIADO;31/01/25
323;Demandante;RADICADO;29/10/24
323;Juzgado;ADMITE;14/11/24
323;Demandante;NOTIFICACION_PERSONAL;22/11/24
323;Demandado;CONTESTACION_DEMANDA;06/12/24
323;Juzgado;FIJA_AUDIENCIA;20/03/25
323;Juzgado;CONCILIADO;18/09/25
324;Demandante;RADICADO;05/02/25
324;Juzgado;ADMITE;28/03/25
325;Demandante;RADICADO;07/11/24
325;Juzgado;ADMITE;29/11/24
325;Demandante;NOTIFICACION_PERSONAL;03/12/24
325;Demandado;CONTESTACION_DEMANDA;18/12/24
325;Juzgado;FIJA_AUDIENCIA;21/02/25
325;Juzgado;CONCILIADO;12/03/25
326;Demandante;RADICADO;05/11/24
326;Juzgado;ADMITE;12/11/24
326;Demandado;CONTESTACION_DEMANDA;16/01/25
326;Juzgado;FIJA_AUDIENCIA;16/01/25
327;Demandante;RADICADO;13/11/24
327;Juzgado;ADMITE;28/11/24
327;Demandado;CONTESTACION_DEMANDA;13/01/25
327;Juzgado;FIJA_AUDIENCIA;22/01/25
328;Demandante;RADICADO;22/11/24
328;Juzgado;ADMITE;29/11/24
328;Juzgado;NOTIFICACION_PERSONAL;02/12/24
328;Demandado;CONTESTACION_DEMANDA;11/12/24
328;Juzgado;FIJA_AUDIENCIA;24/01/25
328;Juzgado;CONCILIADO;13/02/25
329;Demandante;RADICADO;13/08/25
329;Juzgado;ADMITE;19/08/25
329;Demandante;NOTIFICACION_PERSONAL;21/08/25
329;Demandado;CONTESTACION_DEMANDA;04/09/25
329;Juzgado;FIJA_AUDIENCIA;10/09/25
330;Demandante;RADICADO;13/11/24
330;Juzgado;INADMITIDO;20/01/25
330;Demandante;SUBSANACION;28/01/25
330;Juzgado;ADMITE;07/02/25
330;Demandante;NOTIFICACION_PERSONAL;03/03/25
330;Demandado;CONTESTACION_DEMANDA;17/03/25
330;Demandante;RADICA_IMPULSO_PROCESAL;05/06/25
330;Juzgado;FIJA_AUDIENCIA;20/06/25
331;Demandante;RADICADO;05/11/24
331;Juzgado;INADMITIDO;12/11/24
331;Demandante;SUBSANACION;20/11/24
331;Juzgado;ADMITE;27/11/24
331;Demandado;CONTESTACION_DEMANDA;17/12/24
331;Juzgado;FIJA_AUDIENCIA;13/02/25
331;Juzgado;CONCILIADO;04/03/25
332;Demandante;RADICADO;08/11/24
332;Juzgado;ADMITE;03/12/24
332;Demandado;CONTESTACION_DEMANDA;10/12/24
332;Juzgado;FIJA_AUDIENCIA;29/01/25
332;Juzgado;CONCILIADO;20/03/25
333;Demandante;RADICADO;07/11/24
333;Juzgado;ADMITE;31/01/25
333;Demandante;NOTIFICACION_PERSONAL;03/03/25
333;Demandado;CONTESTACION_DEMANDA;17/03/25
333;Juzgado;FIJA_AUDIENCIA;18/07/25
334;Demandante;RADICADO;24/07/25
334;Juzgado;ADMITE;28/08/25
334;Demandante;NOTIFICACION_PERSONAL;29/08/25
334;Demandado;CONTESTACION_DEMANDA;23/09/25
335;Demandante;RADICADO;07/11/24
335;Juzgado;INADMITIDO;14/11/24
335;Demandante;SUBSANACION;22/11/24
335;Juzgado;ADMITE;22/11/24
335;Demandante;NOTIFICACION_PERSONAL;27/11/24
335;Demandado;CONTESTACION_DEMANDA;10/12/24
335;Juzgado;FIJA_AUDIENCIA;29/01/25
336;Demandante;RADICADO;06/11/24
336;Juzgado;ADMITE;21/11/24
336;Juzgado;NOTIFICACION_PERSONAL;22/11/24
336;Demandado;CONTESTACION_DEMANDA;04/12/24
336;Juzgado;FIJA_AUDIENCIA;06/02/25
336;Juzgado;FIJA_AUDIENCIA;31/07/25
336;Juzgado;CONCILIADO;28/08/25
337;Demandante;RADICADO;07/11/24
337;Juzgado;ADMITE;29/11/24
337;Juzgado;NOTIFICACION_PERSONAL;02/12/24
337;Demandado;CONTESTACION_DEMANDA;13/12/24
337;Juzgado;FIJA_AUDIENCIA;24/01/25
337;Juzgado;CONCILIADO;13/02/25
338;Demandante;RADICADO;07/11/24
338;Juzgado;ADMITE;28/11/24
338;Demandado;CONTESTACION_DEMANDA;16/12/24
338;Juzgado;FIJA_AUDIENCIA;07/02/25
338;Juzgado;CONCILIADO;22/04/25
339;Demandante;RADICADO;08/11/24
339;Juzgado;ADMITE;02/05/25
339;Demandante;NOTIFICACION_PERSONAL;06/05/25
339;Demandado;CONTESTACION_DEMANDA;19/05/25
340;Demandante;RADICADO;12/11/24
340;Juzgado;ADMITE;28/11/24
340;Juzgado;NOTIFICACION_PERSONAL;28/11/24
340;Demandado;CONTESTACION_DEMANDA;09/12/24
340;Juzgado;FIJA_AUDIENCIA;17/01/25
341;Demandante;RADICADO;12/11/24
341;Juzgado;ADMITE;14/11/24
341;Demandante;NOTIFICACION_PERSONAL;22/11/24
341;Demandado;CONTESTACION_DEMANDA;02/12/24
341;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
341;Juzgado;FIJA_AUDIENCIA;23/04/25
342;Demandante;RADICADO;13/11/24
342;Juzgado;ADMITE;05/12/24
342;Demandado;CONTESTACION_DEMANDA;13/01/25
342;Juzgado;FIJA_AUDIENCIA;15/01/25
342;Juzgado;CONCILIADO;06/05/25
343;Demandante;RADICADO;12/11/24
343;Juzgado;ADMITE;31/01/25
343;Demandante;NOTIFICACION_PERSONAL;13/03/25
343;Demandado;CONTESTACION_DEMANDA;17/03/25
343;Juzgado;FIJA_AUDIENCIA;24/07/25
344;Demandante;RADICADO;12/11/24
344;Juzgado;ADMITE;26/11/24
344;Demandado;CONTESTACION_DEMANDA;18/12/25
344;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
344;Demandante;RADICA_IMPULSO_PROCESAL;11/08/25
344;Juzgado;ADMITE;22/08/25
345;Demandante;RADICADO;12/11/24
345;Juzgado;ADMITE;14/11/24
345;Demandante;NOTIFICACION_PERSONAL;22/11/24
345;Demandado;CONTESTACION_DEMANDA;02/12/24
345;Juzgado;FIJA_AUDIENCIA;22/04/25
346;Demandante;RADICADO;13/11/24
346;Juzgado;INADMITIDO;06/12/24
346;Demandante;SUBSANACION;13/12/24
346;Juzgado;ADMITE;17/01/25
346;Demandante;NOTIFICACION_PERSONAL;21/01/25
346;Demandado;CONTESTACION_DEMANDA;04/02/25
346;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
346;Juzgado;FIJA_AUDIENCIA;17/07/25
305;Juzgado;INADMITIDO;11/02/2025
305;Demandante;SUBSANACION;17/02/2025
305;Juzgado;ADMITE;18/03/2025
305;Demandante;NOTIFICACION_PERSONAL;21/03/2025
305;Demandado;CONTESTACION_DEMANDA;04/04/2025
305;Juzgado;FIJA_AUDIENCIA;22/05/2025
305;Juzgado;FIJA_AUDIENCIA;25/07/2025
305;Juzgado;CONCILIADO;29/09/2025
346;Demandante;RADICADO;13/11/2024
347;Juzgado;INADMITIDO;13/11/24
347;Juzgado;ADMITE;27/11/24
347;Demandante;NOTIFICACION_PERSONAL;03/12/24
347;Demandado;CONTESTACION_DEMANDA;18/12/24
347;Juzgado;FIJA_AUDIENCIA;28/01/25
347;Juzgado;FIJA_AUDIENCIA;18/03/25
347;Juzgado;CONCILIADO;07/04/25
348;Demandante;RADICADO;15/11/24
348;Juzgado;INADMITIDO;09/07/25
348;Juzgado;FINALIZADO_RECHAZO;29/09/25
349;Demandante;RADICADO;31/01/25
349;Juzgado;ADMITE;12/02/25
349;Demandante;NOTIFICACION_PERSONAL;05/03/25
349;Demandado;CONTESTACION_DEMANDA;19/03/25
349;Juzgado;FIJA_AUDIENCIA;21/04/25
349;Juzgado;CONCILIADO;22/05/25
350;Demandante;RADICADO;14/11/24
350;Juzgado;ADMITE;17/01/25
350;Demandante;NOTIFICACION_PERSONAL;07/03/25
350;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
351;Demandante;RADICADO;13/11/24
351;Juzgado;ADMITE;26/11/24
351;Demandado;CONTESTACION_DEMANDA;13/12/24
351;Juzgado;ADMITE;25/04/25
351;Demandante;RADICA_IMPULSO_PROCESAL;25/04/25
352;Demandante;RADICADO;25/09/25
353;Demandante;RADICADO;18/11/24
353;Juzgado;ADMITE;29/11/24
353;Demandante;NOTIFICACION_PERSONAL;30/04/25
353;Demandado;CONTESTACION_DEMANDA;12/05/25
353;Juzgado;FIJA_AUDIENCIA;06/06/25
353;Juzgado;CONCILIADO;03/07/25
354;Demandante;RADICADO;18/11/24
354;Juzgado;INADMITIDO;10/12/24
354;Demandante;SUBSANACION;16/12/24
354;Demandante;RADICA_IMPULSO_PROCESAL;21/03/25
354;Juzgado;ADMITE;28/03/25
354;Demandante;NOTIFICACION_PERSONAL;10/04/25
354;Demandante;RADICA_IMPULSO_PROCESAL;24/06/25
355;Demandante;RADICADO;18/11/24
355;Juzgado;ADMITE;05/12/25
355;Demandado;CONTESTACION_DEMANDA;13/01/25
355;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
355;Juzgado;FIJA_AUDIENCIA;23/04/25
356;Demandante;RADICADO;18/11/24
356;Juzgado;ADMITE;07/02/25
356;Demandante;NOTIFICACION_PERSONAL;03/03/25
356;Demandado;CONTESTACION_DEMANDA;17/03/25
356;Juzgado;FIJA_AUDIENCIA;30/04/25
356;Juzgado;CONCILIADO;18/06/25
357;Demandante;RADICADO;18/11/24
357;Juzgado;ADMITE;22/11/24
357;Juzgado;NOTIFICACION_PERSONAL;28/11/24
357;Demandado;CONTESTACION_DEMANDA;10/12/25
357;Juzgado;FIJA_AUDIENCIA;14/01/25
357;Juzgado;CONCILIADO;26/08/25
358;Demandante;RADICADO;18/11/24
358;Juzgado;INADMITIDO;16/12/24
358;Demandante;SUBSANACION;13/01/25
358;Juzgado;ADMITE;20/02/25
358;Demandante;NOTIFICACION_PERSONAL;05/03/25
358;Demandado;CONTESTACION_DEMANDA;18/03/25
358;Demandante;RADICA_IMPULSO_PROCESAL;10/06/25
359;Demandante;RADICADO;18/11/24
359;Juzgado;ADMITE;06/03/25
359;Demandante;NOTIFICACION_PERSONAL;07/03/25
359;Demandado;CONTESTACION_DEMANDA;20/03/25
359;Demandante;RADICA_IMPULSO_PROCESAL;10/06/25
359;Juzgado;FIJA_AUDIENCIA;09/06/25
359;Juzgado;CONCILIADO;28/07/25
360;Demandante;RADICADO;21/11/24
360;Juzgado;ADMITE;28/02/25
360;Demandante;NOTIFICACION_PERSONAL;11/03/25
360;Juzgado;INADMITE_CONTESTACION;16/06/25
360;Juzgado;FIJA_AUDIENCIA;16/06/25
361;Demandante;RADICADO;18/11/24
361;Juzgado;ADMITE;06/02/25
361;Demandado;CONTESTACION_DEMANDA;25/02/25
361;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
361;Demandante;RADICA_IMPULSO_PROCESAL;11/08/25
361;Juzgado;FIJA_AUDIENCIA;17/09/25
362;Demandante;RADICADO;18/11/24
362;Juzgado;ADMITE;28/02/25
362;Demandante;NOTIFICACION_PERSONAL;05/03/25
362;Demandado;CONTESTACION_DEMANDA;19/03/25
362;Juzgado;FIJA_AUDIENCIA;04/04/25
363;Demandante;RADICADO;03/02/25
363;Juzgado;ADMITE;21/02/25
363;Demandante;NOTIFICACION_PERSONAL;03/03/25
363;Demandado;CONTESTACION_DEMANDA;19/03/25
363;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
363;Juzgado;FIJA_AUDIENCIA;25/04/25
363;Juzgado;CONCILIADO;11/08/25
364;Demandante;RADICADO;18/11/24
364;Juzgado;INADMITIDO;17/01/25
364;Demandante;SUBSANACION;23/01/25
364;Juzgado;ADMITE;28/02/25
364;Demandante;NOTIFICACION_PERSONAL;05/03/25
364;Demandado;CONTESTACION_DEMANDA;12/03/25
364;Juzgado;FIJA_AUDIENCIA;31/03/25
364;Juzgado;CONCILIADO;29/09/25
365;Demandante;RADICADO;18/11/24
365;Juzgado;ADMITE;05/03/25
365;Demandante;NOTIFICACION_PERSONAL;11/03/25
365;Demandado;CONTESTACION_DEMANDA;27/03/25
365;Juzgado;FIJA_AUDIENCIA;19/05/25
366;Demandante;RADICADO;18/11/24
366;Demandante;RADICA_IMPULSO_PROCESAL;17/01/25
366;Juzgado;INADMITIDO;18/02/25
366;Demandante;SUBSANACION;26/02/25
366;Juzgado;ADMITE;25/03/25
366;Demandante;NOTIFICACION_PERSONAL;31/03/25
366;Demandado;CONTESTACION_DEMANDA;09/04/25
366;Juzgado;FIJA_AUDIENCIA;15/09/25
346;Juzgado;INADMITIDO;06/12/2024
346;Demandante;SUBSANACION;19/12/2024
346;Juzgado;ADMITE;17/01/2025
346;Demandante;NOTIFICACION_PERSONAL;21/01/2025
346;Demandado;CONTESTACION_DEMANDA;04/02/2025
346;Juzgado;FIJA_AUDIENCIA;17/07/2025
346;Juzgado;CONCILIADO;12/09/2025
366;Demandante;RADICADO;18/11/2024
367;Demandante;RADICADO;18/11/24
367;Juzgado;INADMITIDO;14/03/25
367;Demandante;SUBSANACION;21/03/25
368;Demandante;RADICADO;18/11/24
368;Juzgado;INADMITIDO;21/01/25
368;Demandante;SUBSANACION;29/01/25
368;Juzgado;ADMITE;04/03/25
368;Juzgado;NOTIFICACION_PERSONAL;14/03/25
368;Demandado;CONTESTACION_DEMANDA;20/03/25
368;Juzgado;FIJA_AUDIENCIA;30/04/25
368;Juzgado;CONCILIADO;29/05/25
369;Demandante;RADICADO;29/11/24
369;Juzgado;ADMITE;21/01/25
369;Demandante;NOTIFICACION_PERSONAL;03/03/25
369;Demandado;CONTESTACION_DEMANDA;10/03/25
369;Demandante;RADICA_IMPULSO_PROCESAL;02/05/25
369;Demandante;RADICA_IMPULSO_PROCESAL;11/08/25
369;Juzgado;FIJA_AUDIENCIA;15/08/25
370;Demandante;RADICADO;25/09/25
371;Demandante;RADICADO;02/12/24
371;Juzgado;INADMITIDO;18/02/25
371;Demandante;SUBSANACION;26/02/25
371;Juzgado;ADMITE;25/03/25
371;Demandante;NOTIFICACION_PERSONAL;10/04/25
371;Demandado;CONTESTACION_DEMANDA;25/04/25
371;Juzgado;FIJA_AUDIENCIA;05/06/25
366;Juzgado;INADMITIDO;18/02/2025
366;Demandante;SUBSANACION;26/02/2025
366;Juzgado;ADMITE;25/03/2025
366;Demandante;NOTIFICACION_PERSONAL;31/03/2025
366;Demandado;CONTESTACION_DEMANDA;09/04/2025
366;Juzgado;FIJA_AUDIENCIA;15/09/2025
366;Juzgado;CONCILIADO;02/10/2025
371;Demandante;RADICADO;02/12/2024
372;Demandante;RADICADO;26/11/24
372;Juzgado;INADMITIDO;18/02/25
372;Demandante;SUBSANACION;26/02/25
372;Juzgado;ADMITE;25/03/25
372;Demandante;NOTIFICACION_PERSONAL;31/03/25
372;Demandado;CONTESTACION_DEMANDA;09/04/25
372;Juzgado;ADMITE;08/05/25
373;Demandante;RADICADO;24/07/25
373;Juzgado;INADMITIDO;27/08/25
373;Demandante;SUBSANACION;01/09/25
373;Juzgado;ADMITE;26/09/25
374;Demandante;RADICADO;27/11/24
374;Juzgado;ADMITE;05/12/24
374;Demandado;CONTESTACION_DEMANDA;13/01/25
374;Juzgado;FIJA_AUDIENCIA;03/02/25
375;Demandante;RADICADO;06/02/25
375;Juzgado;ADMITE;03/03/25
375;Demandante;NOTIFICACION_PERSONAL;05/03/25
375;Juzgado;INADMITE_CONTESTACION;11/04/25
375;Juzgado;FIJA_AUDIENCIA;11/04/25
371;Juzgado;INADMITIDO;18/02/2025
371;Demandante;SUBSANACION;26/02/2025
371;Juzgado;ADMITE;25/03/2025
371;Demandante;NOTIFICACION_PERSONAL;25/04/2025
371;Demandado;CONTESTACION_DEMANDA;23/05/2025
371;Juzgado;FIJA_AUDIENCIA;05/06/2025
371;Juzgado;CONCILIADO;04/08/2025
375;Demandante;RADICADO;06/02/2025
376;Demandante;RADICADO;26/11/24
376;Juzgado;INADMITIDO;06/12/24
376;Demandante;SUBSANACION;13/12/24
376;Juzgado;ADMITE;17/03/25
376;Demandante;NOTIFICACION_PERSONAL;21/03/25
376;Demandado;CONTESTACION_DEMANDA;04/04/25
376;Juzgado;FIJA_AUDIENCIA;14/07/25
377;Demandante;RADICADO;24/04/25
377;Juzgado;INADMITIDO;05/05/25
377;Juzgado;FINALIZADO_RECHAZO;19/05/25
378;Demandante;RADICADO;27/11/24
378;Juzgado;ADMITE;12/12/24
378;Juzgado;NOTIFICACION_PERSONAL;30/01/25
378;Demandado;CONTESTACION_DEMANDA;11/02/25
378;Juzgado;FIJA_AUDIENCIA;20/02/25
375;Juzgado;ADMITE;03/03/2025
375;Demandante;NOTIFICACION_PERSONAL;05/03/2025
375;Demandado;CONTESTACION_DEMANDA;25/04/2025
378;Demandante;RADICADO;27/11/2025
379;Demandante;RADICADO;28/11/24
379;Juzgado;ADMITE;09/12/24
379;Juzgado;NOTIFICACION_PERSONAL;11/12/24
379;Demandado;CONTESTACION_DEMANDA;20/01/25
379;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
379;Demandante;RADICA_IMPULSO_PROCESAL;11/08/25
380;Demandante;RADICADO;01/12/24
380;Juzgado;ADMITE;04/12/24
380;Juzgado;ADMITE;31/07/25
381;Demandante;RADICADO;29/11/24
381;Juzgado;ADMITE;03/03/25
